"screen_name","text","created_at"
"KillerTigger","Andrew Cuomo inappropriately touched women  and was deservedly punished for it  Yet Matt Gaetz has openly sexually trafficked children  and has faced zero repercussions for it  hell  Florida will probably re elect him for habitually raping children  The inequality is stunning ",2021-08-11 13:59:45
"michaleen","  I presume this is about Andrew Cuomo  but he fought tooth and nail to trash the investigators  the victims and the process and he only resigned when there was absolutely no one on his side  including his top advisor and every member of party ",2021-08-11 13:59:43
"KingIvan","I was told as A child not to touch anyone not because people don t like it   due to the fact people has germs and alot of people don t shower or wash their hands properly   And it stuck with me to this day  Andrew Cuomo should have been told this rules too   ",2021-08-11 13:59:25
"DDstarbucks","   Only Andrew Cuomo could ve taken down Andrew Cuomo  and he did ",2021-08-11 13:59:24
"wunderlotus","Andrew Cuomo s lil speech would have been believable if there weren t SO  MANY  WOMEN  saying the SAME   THING  

I don t think it s over for him  I feel older people can be persuaded by him  He s a charismatic lawyer ",2021-08-11 13:59:23
"GreenbaumLaw","In this clip  our partner Robert B  Hille comments on NY
Governor Andrew Cuomo s resignation as part of the   s coverage of that announcement  ",2021-08-11 13:59:20
"990WBOB","The Two Doomed Men celebrate the resignation of Governor Andrew Cuomo after a year of calling for his departure    ",2021-08-11 13:59:16
"jljde","lol imagine admitting publicly you re a  political ally  of Andrew cuomo lolllllll ",2021-08-11 13:59:15
"ChuckJordan4","Alan Dershowitz  NY AG James Should Be Disqualified From Investigating Cuomo Further |   via ",2021-08-11 13:59:02
"German_Dictator"," New York Gov  Andrew Cuomo s Long Career Ends In Scandal   NPR Our Hashtag    FWN  freeworldnews  today",2021-08-11 13:59:01
"CommieWorker"," Bakari Sellers  You guys almost goofed and got Cynthia Nixon 

 Andrew Cuomo resigns under the weight of sexual misconduct and assault allegations 

Bakari Sellers 

 

 

 

 crickets 

 

 

What ",2021-08-11 13:58:45
"ChuckD82344484","Kathy Hochul  who has been Gov  Andrew Cuomo s lieutenant governor since   is set to take over his job and become the first female governor of New York     via ",2021-08-11 13:54:51
"ChuckD82344484","Disgraced former Fox News host Bill O Reilly had a hot take on the resignation announcement of New York Gov  Andrew Cuomo    and got a blunt reminder in response     via ",2021-08-11 13:58:31
"CarpenterPM","Andrew Cuomo and   Let s go the video tape  ",2021-08-11 13:58:29
"GuoMichael7","Cuomo  
All eating groups are China s running dogs  like Biden  Andrew yang  Elaine Chao  Gary Locke  so Cuomo must be murdered by China  He is a man  so certainly not a bad person  China is making all mankind to become weman  In the mind controlled America ",2021-08-11 13:58:26
"lethalethal60","  No  not the same way  I have evidence while you pulled  FakeNews outta yer  arse  🙄

",2021-08-11 13:58:21
"CofRespect","Nearly four years later  the impact of  MeToo is real  In no small part this is thanks to the bravery  the resilience of survivors  We thank you  We stand with you  We believe you   BelieveSurvivors  CultureofRespect  AndrewCuomo 
 ",2021-08-11 13:58:13
"TheBomb1987","New York Governor Andrew Cuomo resigns after sexual harassment allegations  via ",2021-08-11 13:58:13
"LesVDavis","Andrew Cuomo is resigning  but the investigations into his conduct will continue ",2021-08-11 13:58:00
"nypmetro","NYC protesters celebrate Andrew Cuomo s resignation  demand CNN fire Chris  ",2021-08-11 13:57:57
"nypost","NYC protesters celebrate Andrew Cuomo s resignation  demand CNN fire Chris  ",2021-08-11 13:57:57
"OurMissingNews_","Andrew Cuomo was just another rich guy who felt he had it all   The bigger they are the harder they fall ",2021-08-11 13:57:42
"StewPetersShow","We aren t done with Cuomo  the law isn t done with Cuomo  and Janice Dean freaking smashes 

",2021-08-11 13:57:25
"AlexSekulic1"," Andrew Cuomo was taken to an early fishing trip by the Democratic party ",2021-08-11 13:57:20
"realstewpeters","We aren t done with Cuomo  the law isn t done with Cuomo  and Janice Dean freaking smashes 

",2021-08-11 13:57:20
"StephanBraun81","New York Governor Andrew Cuomo could still face impeachment and lawsuits  via ",2021-08-11 13:52:56
"StephanBraun81","Disgraced former Fox News host Bill O Reilly had a hot take on the resignation announcement of New York Gov  Andrew Cuomo    and got a blunt reminder in response   via ",2021-08-11 13:57:12
"slugcock","   The deaths of those elderly in New York were necessary   By packing them into those nursing homes like that  thus isolating them from innocent  healthy New Yorkers  Andrew Cuomo SAVED LIVES   A true leader knows that you have to break some eggs to make an omelet ",2021-08-11 13:57:04
"HelenaPitlak"," mario cuomo bridge   can t wait to change said bridge back to the Tappan Zee Bridge   Don t want to be reminded of disgraced Andrew ",2021-08-11 13:57:03
"997wtn","Andrew Cuomo is stepping aside to avoid being a  distraction   Nashville sMorningNewswithBrianWilson ",2021-08-11 13:57:01
"neimanmarx","Cuomo s home gym occupies my mind although
I think he sold the house in the divorce

  ",2021-08-11 13:56:48
"NoahCRothman","The  podcast speculates on Andrew Cuomo s plan for his remaining  days in office  and dissects the numbers that confirm what we already knew  COVID is now a pandemic of the unvaccinated  ",2021-08-11 13:56:47
"ShahinKhoeini"," You endorsed Andrew Cuomo over a progressive  ",2021-08-11 13:56:16
"veryfinanceguy"," Thank U  beInt the Voice of the PoWERLESS  like Andrew Cuomo  We need good men  who will stand UP for TBE LITTLE GUY     ",2021-08-11 13:56:10
"rigby_sboss"," If Andrew Cuomo did  so should they   They are all guilty of the same thing ",2021-08-11 13:56:07
"h3llokati3_","Freudian slip  😱😅
   
  ",2021-08-11 13:56:06
"BNCNews","Now that New York Gov  Andrew Cuomo has announced his resignation  there are questions surrounding his next move  BNC s Del Walters    says it was the beginning of his reelection campaign  He joined  and  on  StartYourDay  ",2021-08-11 13:55:52
"BNCNews","New York Gov  Andrew Cuomo is resigning following allegations of sexual harassment  BNC contributor  joined BNC s  on  StartYourDay to discuss the political impact of his actions  ",2021-08-11 12:47:11
"ArtyAbsatz","Andrew Cuomo is a heel that could never fill his dad s shoes  Goodwin  via ",2021-08-11 13:55:49
"naohiro19_"," I predicted that Andrew Cuomo would be forced to resign as more and more allegations of sexual harassment came out  and I was right ",2021-08-11 13:55:44
"propelgrapetime","Trying to understand Andrew Cuomo getting away with so much for so long   CHASING and HIDING BEHIND  Skirts   Cuomo  CUOMO RESIGNS  thoughhimselfsoclever",2021-08-11 13:55:31
"KateDavy8622","Way to go   CaptainCarter  WhatIf",2021-08-11 13:55:21
"gomach7","  Short memory  None of those individuals caused the death of at least   people then covered up the actual count   LLP",2021-08-11 13:55:20
"MikeGilliam84"," You probably thought Andrew Cuomo was incredible too ",2021-08-11 13:55:17
"In_A_Flap","Alec Baldwin  Andrew Cuomo s resignation is due to  cancel culture   birds of a feather  eh ",2021-08-11 13:55:11
"bobbyself777","CNN s Chris Cuomo  Critics call for consequences after Andrew Cuomo resignation  via ",2021-08-11 13:54:46
"TomPreciousALB","   
Bogota   Allegations of sexual harassment put an end to Andrew Cuomo s successful career  
Gdansk  New York Governor Andrew Cuomo resigns  He molested women  his dreams of the presidency collapse  
 Some help from Google Translate ",2021-08-11 13:54:43
"SDCrimJustice","Andrew Cuomo s War Against a Federal Prosecutor  via ",2021-08-11 13:54:35
"dougdrenkow"," Two summers ago  Cuomo signed sweeping new protections for women in New York  The next day  he resumed his unwelcome pursuit of a female state trooper  
 ",2021-08-11 13:54:32
"DustinHapli","Andrew Cuomo s Abuse Was Aided and Abetted Every Step of the Way   news queue  Review of The Prince  Andrew Cuomo  Coronavirus  and the Fall of New York by Ross Barkan  OR Books    Last week in New York magazine  Rebecca Traister reflected    ",2021-08-11 13:54:30
"thmsm74","Chris Cuomo strolls off lavish Hamptons dock  ignores questions about brother Andrew Cuomo s resignation   FoxNews",2021-08-11 13:54:26
"deathrep","Democrat Ron Kim details Andrew Cuomo s  biggest crime   via ",2021-08-11 13:54:09
"RealAAron1990","Andrew Cuomo stepped down for doing the exact thing Rachel levine did  Gee  Couldnt possibly imagine the differences there ",2021-08-11 13:54:04
"alaturkanews","Democrat Ron Kim details Andrew Cuomo s  biggest crime   ",2021-08-11 12:53:56
"alaturkanews","Governor Andrew Cuomo Announces RESIGNATION  ",2021-08-11 13:53:47
"epk1975","  What a joke   CNN helped elevate Andrew Cuomo and now refuses to hold their own employee accountable for his actions in the coverup   Zero journalistic integrity   Stelter is a waste of airtime   Why did you even have him on ",2021-08-11 13:53:45
"patch2500","Okay everyone is talking about the horrible things Andrew Cuomo has done  What about those Asians Rivers Cuomo almost certainly has trapped in his basement ",2021-08-11 13:53:31
"Doright22Dr","Kathy Hochul  the lieutenant governor taking over for Cuomo  amp  She Not On The List  HM  Can A Men   Feel Safe   In   Work Place  Around Women Or Joke Any More  Around Women  Don t Get Mad  When You Don t Get Invited To Anything Or Group Office Shit  ",2021-08-11 13:53:18
"mikegamms","My sources in Albany tell me that Andrew Cuomo only resigned because someone threatenef to release the audio of him seductively singing dominic the donkey to an intern ",2021-08-11 13:53:04
"NYEntertain","Goodbye Andrew   You messed up   🙋🏾‍♂️
I only wish the seditionists GOP members would do the same instead of dragging our country into a deeper abyss  
",2021-08-11 13:52:29
"Erindotexe","I want the assembly to declare Andrew Cuomo to be Homo Sacer",2021-08-11 13:52:11
"intelligencer","Andrew Cuomo hated the left   reports on how whatever New York s progressives decide to prioritize next  they will act knowing one enormous impediment is gone for good ",2021-08-11 13:20:27
"intelligencer","In the end  felled by the vetted allegations of eleven women  Andrew Cuomo s singular contribution to women s equality may be getting out of the way   writes ",2021-08-11 13:52:09
"intelligencer","Andrew Cuomo s resignation is remarkable   not because he has proved himself to be a truly remorseful man  but because the system of accountability that the  MeToo movement has been fighting for actually worked   writes ",2021-08-11 12:53:51
"dailysoapdish","Andrew Cuomo Resigns After Investigation Finds He Sexually Harassed Multiple Women   AndrewCuomo  Celebrities  KathyHochul",2021-08-11 13:52:05
"pameladjones54","New York Gov  Andrew Cuomo Resigns Amid Sexual Harassment Scandal ",2021-08-11 13:52:04
"DynamicAmerica","Andrew Cuomo is resigning  but the investigations into his conduct will continue  ",2021-08-11 13:52:02
"RobGalbraithLS","This article does OK at covering the huge conflict of interest posed by Bill Hochul s role at Delaware North  but to say that Cuomo s departure will make things  come up aces  for Jacobses is just totally ignorant of their very close relationship w Cuomo
 ",2021-08-11 13:52:00
"RonoNorman","In US  NewYork Governor Andrew Cuomo has resigned on allegations of assaulting Women  less than a year after being elected 
In Kenya  allegations of murder will earn you a file in the court that will be used to store dust  In the mean time  you bank accounts fattens quickly ",2021-08-11 13:51:55
"dinopattidjalal","Just watched this resignation speech by Governor of New York Andrew Cuomo  I don t know if he did what the  women accused him of  but the way he framed the issue and argued his points is masterful   ",2021-08-11 13:51:47
"eburke66"," Your orders from Vermont s version of Andrew Cuomo ",2021-08-11 13:51:47
"wilsonjmashaka","Incoming New York Gov  Kathy Hochul is no Andrew Cuomo acolyte ",2021-08-11 13:51:46
"lekinzie","It was his brother  How would any of us have responded  The culprit is Andrew Cuomo  not Chris  But Twitter has to burn everyone at the stake 🥲  ",2021-08-11 13:51:43
"MikeArc39439138","  Running on the GOP ticket in   Donald Trump and Andrew Cuomo VP  

Press secretary  Chris Cuomo ",2021-08-11 13:51:38
"TheChestnutPost","Democrat Ron Kim details Andrew Cuomo s  biggest crime  ",2021-08-11 12:51:17
"TheChestnutPost","New York Governor Andrew Cuomo could still face impeachment and lawsuits ",2021-08-11 13:51:31
"FolkiKaren"," The Republican party is a organization where the tolerance of sexual harassment is part of the price of entry    Sad and deplorable  ",2021-08-11 13:51:22
